YEAR,QUARTER,MONTH,ITEM_SECTION_CODE,SECTION_DESC,WEIGHT_IMPORT,VALUE_IMPORT,WEIGHT_EXPORT,VALUE_EXPORT,WEIGHT_REXPORT,VALUE_REXPORT
2012,3,7,17,VEHICLES OF TRANSPORT,219198300.4,9839864265,13987633.15,206659390.2,138743250.5,4064521447
2012,3,7,18,"PHOTOGRAPHIC, MEDICAL, MUSICAL INSTRUMENTS & PARTS",6554410.78,1728942687,93299.55,17497837.94,3388949.05,1028661111
2012,3,7,19,ARMS AND AMMUNITION; PARTS & ACCESSORIES,4855.52,1359221.17,0,0,9550,333430.04
2012,3,7,20,MISCELLANEOUS MANUFACTURED ARTICLES,68684401.41,1143461152,9762302.4,85519671.4,21115364.71,399399819.3
2012,3,7,21,"PIECES AND ANTIQUES 'WORKS OF ART, COLLECTORS",484649.58,19484543.31,149783,2233623.03,2516675.1,151075113.2
2012,3,8,01,LIVE ANIMALS AND THEIR PRODUCTS,104555840.2,997295832.2,9980296.24,88952347.06,5294072.67,46821257.78
2012,3,8,02,VEGETABLE PRODUCTS,821412098.1,1955026289,13558923.54,75789228.72,117000465.9,360246283.5
2012,3,8,03,"ANIMAL OR VEGETABLE FATS, OILS AND WAXES",25970067.44,124623041.7,17437822.36,65650999.55,2319788.73,7880498.55
2012,3,8,04,"FOODSTUFFS, BEVERAGES, SPIRITS AND TOBACCO",438034897.5,2125583900,136064560.6,624240762,43246699.92,690306201.4
2012,3,8,05,MINERAL PRODUCTS,1618455139,2886583739,6004882355,930767966.9,295721313.9,818975069.4
2012,3,8,06,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,969777749.6,4064674438,53680056.16,351064830.5,44655813.12,1072598466
2012,3,8,07,"PLASTICS, RUBBER AND ARTICLES THEREOF",199325574.9,1925274674,218461423.9,1108104009,50795982.32,585308850.5
2012,3,8,08,ARTICLES OF LEATHER AND ANIMAL GUT; TRAVEL GOODS,8921575.51,359281282.9,209719.5,1416451.48,2450091.05,89856422.49
2012,3,8,09,"ARTICLES OF WOOD, CORK; BASKETWARE AND WICKERWORK",155113446,402911195.3,1361330.1,6671937.39,19058541.93,63100698.83
2012,3,8,10,"PULP OF WOOD, WASTE, SCRAP AND ARTICLES OF PAPER",102879565,628704927.8,45299894.21,183598171.3,9046577.24,78518441.91
2012,3,8,11,TEXTILES AND TEXTILE ARTICLES,131878594.5,2656793424,12006490.83,137858845.1,55633386.8,945289128.8
2012,3,8,12,"FOOTWEAR,UMBRELLAS,ARTICLES OF FEATHER & HAIR",15499578.58,529233847.3,117753.22,1557737.28,6333778.71,167004617
2012,3,8,13,"ARTICLES OF STONE, MICA;CERAMIC PRODUCTS AND GLASS",209401150.7,630402866.9,154407143.3,217951053.8,40763898.68,193332939.9
2012,3,8,14,"PEARLS, STONES, PRECIOUS METALS AND ITS ARTICLES",750681.98,20510496292,91375.61,11909151109,226216.23,7213530198
2012,3,8,15,BASE METALS AND ARTICLES OF BASE METAL,975111291.1,6284733339,344901500.1,1581173308,122020946,1169780919
2012,3,8,16,"MACHINERY, SOUND RECORDERS, REPRODUCERS AND PARTS",295102632.3,18202926495,22859874.52,298686774.9,125081947.3,11021383607
2012,3,8,17,VEHICLES OF TRANSPORT,182062906.7,8512998831,14084770.2,98903921.18,105054548.2,3467067239
2012,3,8,18,"PHOTOGRAPHIC, MEDICAL, MUSICAL INSTRUMENTS & PARTS",6236625.9,1375353205,123938.73,8093167.45,2810422.45,682127553.8
2012,3,8,19,ARMS AND AMMUNITION; PARTS & ACCESSORIES,43920.28,836476.97,1037,737506.87,28788.5,313980.88
2012,3,8,20,MISCELLANEOUS MANUFACTURED ARTICLES,64986736.35,1108843394,5367054.62,58817880.34,15575158.41,319174470.3
2012,3,8,21,"PIECES AND ANTIQUES 'WORKS OF ART, COLLECTORS",536082.01,30543097.9,20501,4465750.01,1929423.07,109128296
2012,3,9,01,LIVE ANIMALS AND THEIR PRODUCTS,107575889.2,1011690577,10755506.72,126059890.8,9710808.16,88497463.82
2012,3,9,02,VEGETABLE PRODUCTS,829565412.6,1937902151,25950215.45,120217482.4,133831064.3,417791469.5
2012,3,9,03,"ANIMAL OR VEGETABLE FATS, OILS AND WAXES",39762341.19,210846573.6,20593920.86,97796678.94,3827653.5,10856553.88
2012,3,9,04,"FOODSTUFFS, BEVERAGES, SPIRITS AND TOBACCO",441338889.4,1968385761,137245814.4,717480853,51464766.56,829499628
2012,3,9,05,MINERAL PRODUCTS,1492312118,2436630567,5784526611,653414226.7,466433041.5,1505009248
2012,3,9,06,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,947327308.8,4238818295,64170213.9,367671248,57058310.61,1196594941
2012,3,9,07,"PLASTICS, RUBBER AND ARTICLES THEREOF",206962669,1925684909,253318390.4,1304681920,70466363.33,802603896.5
2012,3,9,08,ARTICLES OF LEATHER AND ANIMAL GUT; TRAVEL GOODS,8389753.26,335616851.6,320800.27,1579718.99,3777323.12,93695275.97
2012,3,9,09,"ARTICLES OF WOOD, CORK; BASKETWARE AND WICKERWORK",162364501.8,398939105.3,2018221.71,7586361.85,32839215.28,92706094.22
2012,3,9,10,"PULP OF WOOD, WASTE, SCRAP AND ARTICLES OF PAPER",121115372.6,654220177.9,53860902.56,276216227.4,7174957.53,72270180.67
2012,3,9,11,TEXTILES AND TEXTILE ARTICLES,134937992.7,2701238017,12174135.02,136928756.5,73405865.92,1100673138
2012,3,9,12,"FOOTWEAR,UMBRELLAS,ARTICLES OF FEATHER & HAIR",15735741.67,499792741.4,255349.83,2191693.12,8419837.3,175241717.1
2012,3,9,13,"ARTICLES OF STONE, MICA;CERAMIC PRODUCTS AND GLASS",244600786.4,673235208.9,184449888.7,209556359.7,52188329.44,216649188
2012,3,9,14,"PEARLS, STONES, PRECIOUS METALS AND ITS ARTICLES",783221.39,25612538353,154856.75,13518333295,307760.49,12252177247
2012,3,9,15,BASE METALS AND ARTICLES OF BASE METAL,929486811.7,6183198199,421235390.5,1582179378,199685990.4,1443892732
2012,3,9,16,"MACHINERY, SOUND RECORDERS, REPRODUCERS AND PARTS",350936196,20586868427,21949285.78,358131637.9,147276763.5,12716909924
2012,3,9,17,VEHICLES OF TRANSPORT,196848631.7,8073282252,15353086.9,205742006.8,127099140.4,3685395497
2012,3,9,18,"PHOTOGRAPHIC, MEDICAL, MUSICAL INSTRUMENTS & PARTS",7759162.212,1545177232,208226.5,22344479.56,3138205.34,915141950
2012,3,9,19,ARMS AND AMMUNITION; PARTS & ACCESSORIES,132134.59,4869864.77,55.5,38222.55,5267.5,258688.78
2012,3,9,20,MISCELLANEOUS MANUFACTURED ARTICLES,65577048.9,1127010990,8406206.19,73203595.01,20605552.72,358863065.6
2012,3,9,21,"PIECES AND ANTIQUES 'WORKS OF ART, COLLECTORS",699072.36,28326871.12,243203,1895277.65,1631944.87,49020844.25
2012,4,10,01,LIVE ANIMALS AND THEIR PRODUCTS,111069361.4,1031694091,10659407.52,128967380.6,9639129.07,88612849.77
2012,4,10,02,VEGETABLE PRODUCTS,906560975.7,2206602821,20231754.74,97554943.58,134233520.6,409289014.1
2012,4,10,03,"ANIMAL OR VEGETABLE FATS, OILS AND WAXES",61081451.08,298162024.6,21401083.02,96116327.27,4598298.58,12425984.57
2012,4,10,04,"FOODSTUFFS, BEVERAGES, SPIRITS AND TOBACCO",496878403.6,2235142183,238193618.7,1046063228,51970150.4,759395645.3
2012,4,10,05,MINERAL PRODUCTS,1898163428,1892692310,6036240778,696007003,172522002.3,442746401
2012,4,10,06,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,709062245.8,4288542708,63724642.6,349183653.7,54288891.83,1211147197
2012,4,10,07,"PLASTICS, RUBBER AND ARTICLES THEREOF",205487165.3,1938401737,189967331.7,998220684,69736406.88,830864954
2012,4,10,08,ARTICLES OF LEATHER AND ANIMAL GUT; TRAVEL GOODS,8529170.22,394981722.7,180353.14,1199415.87,2954298.76,91510175.15
2012,4,10,09,"ARTICLES OF WOOD, CORK; BASKETWARE AND WICKERWORK",172392730.8,385475281.7,1110283.24,17124835.96,33873963.69,104753166.4
2012,4,10,10,"PULP OF WOOD, WASTE, SCRAP AND ARTICLES OF PAPER",122262104.7,737579175.5,58790783.69,310414302.4,7052948.74,64790531.43
2012,4,10,11,TEXTILES AND TEXTILE ARTICLES,135431642,2586219746,13771600.88,135993527.2,63115877.97,1048822280
2012,4,10,12,"FOOTWEAR,UMBRELLAS,ARTICLES OF FEATHER & HAIR",15885734.88,488642180,252380.4,1888803.39,7413172.08,136964325
2012,4,10,13,"ARTICLES OF STONE, MICA;CERAMIC PRODUCTS AND GLASS",224461486.7,701507918.3,175634542.4,234691974.1,53751859.23,229260847.1
2012,4,10,14,"PEARLS, STONES, PRECIOUS METALS AND ITS ARTICLES",670633.28,21246156187,100717.03,10345195106,321208.35,9234970353
2012,4,10,15,BASE METALS AND ARTICLES OF BASE METAL,919449186.6,5576226227,366553445.3,1665761023,179361950.5,1180185374
2012,4,10,16,"MACHINERY, SOUND RECORDERS, REPRODUCERS AND PARTS",284835492.2,19841931213,20584774.15,345491800.3,134481211,11028911223
2012,4,10,17,VEHICLES OF TRANSPORT,207400579.8,12034301384,33843756.86,984521158.4,126214049.8,3872363045
2012,4,10,18,"PHOTOGRAPHIC, MEDICAL, MUSICAL INSTRUMENTS & PARTS",7310726.854,1525200388,73973.5,8254008.63,2628315.25,677450704.2
2012,4,10,19,ARMS AND AMMUNITION; PARTS & ACCESSORIES,87917.29,4786691.66,0,0,2944.12,466221.31
2012,4,10,20,MISCELLANEOUS MANUFACTURED ARTICLES,71718216.39,1171593935,6679093.32,82266242.07,20063048.92,348247327.5
2012,4,10,21,"PIECES AND ANTIQUES 'WORKS OF ART, COLLECTORS",549095.14,42591718.91,100724.5,757697.3,1336604.32,41006194.84
2012,4,11,01,LIVE ANIMALS AND THEIR PRODUCTS,108271547.8,1035066393,10258166.79,123384105.5,6160123.32,58231204.87
2012,4,11,02,VEGETABLE PRODUCTS,701562967.6,1804160474,19021669.09,71658781.56,120587864.9,400456887.1
2012,4,11,03,"ANIMAL OR VEGETABLE FATS, OILS AND WAXES",51603726.1,240023747.6,20932427.15,95994788.29,3232160.37,8326270.38
2012,4,11,04,"FOODSTUFFS, BEVERAGES, SPIRITS AND TOBACCO",356735549.5,1863649037,164957005.8,900749096.1,54855027.86,798847379.1
2012,4,11,05,MINERAL PRODUCTS,1724869123,2772459190,6315275006,757242370,362871495.1,1022029469
2012,4,11,06,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,627411526.4,4156367780,59840689.85,324524602.2,54341839.26,1363103399
2012,4,11,07,"PLASTICS, RUBBER AND ARTICLES THEREOF",221104862.1,2064616048,189858273.1,998906334.9,57088415.45,751060585
2012,4,11,08,ARTICLES OF LEATHER AND ANIMAL GUT; TRAVEL GOODS,8766028.12,379154466.9,337321.73,2284032.06,2516397.03,92778019.75
2012,4,11,09,"ARTICLES OF WOOD, CORK; BASKETWARE AND WICKERWORK",153678106,352445899.9,3313672.17,9442625.08,27505376.07,81211661.01
2012,4,11,10,"PULP OF WOOD, WASTE, SCRAP AND ARTICLES OF PAPER",111222941.3,568376783.6,53549580.06,288890459.3,7102028.45,69621658.29
2012,4,11,11,TEXTILES AND TEXTILE ARTICLES,124012939.3,2382841838,12076109.11,124125942.5,60799793.53,899617101
2012,4,11,12,"FOOTWEAR,UMBRELLAS,ARTICLES OF FEATHER & HAIR",14011555.22,438684899.6,188172,1633039.63,5464417.75,150446334
2012,4,11,13,"ARTICLES OF STONE, MICA;CERAMIC PRODUCTS AND GLASS",221847914.9,651362147.6,173436538.6,226127685.3,48786743.11,200796702.9
2012,4,11,14,"PEARLS, STONES, PRECIOUS METALS AND ITS ARTICLES",1153499.958,19116202250,162982.37,9798193267,270689.57,8328884113
2012,4,11,15,BASE METALS AND ARTICLES OF BASE METAL,922483904.3,5217906020,372692898.5,1893650628,168609325.1,1291934728
2012,4,11,16,"MACHINERY, SOUND RECORDERS, REPRODUCERS AND PARTS",272599568.5,18449734866,19649647.13,353827760.4,119266392.9,12169990332
2012,4,11,17,VEHICLES OF TRANSPORT,189416651.7,10570770793,18790240.16,205913861.1,117591469.7,3887221975
2012,4,11,18,"PHOTOGRAPHIC, MEDICAL, MUSICAL INSTRUMENTS & PARTS",6397479.136,1573956146,200490.57,27182646.28,3028908.46,810152058.3
2012,4,11,19,ARMS AND AMMUNITION; PARTS & ACCESSORIES,53468.3,6935785.15,0,0,548516.08,3395617.46
2012,4,11,20,MISCELLANEOUS MANUFACTURED ARTICLES,70359147.63,1207227218,7175665.19,78597839.22,19548145.82,319020775
2012,4,11,21,"PIECES AND ANTIQUES 'WORKS OF ART, COLLECTORS",404725.68,23571708.98,70456.5,2151820.63,1112053.69,44591780.76
2012,4,12,01,LIVE ANIMALS AND THEIR PRODUCTS,117690618.1,1193004474,9546833.2,90406601.98,9048960.91,92173895.97
2012,4,12,02,VEGETABLE PRODUCTS,945010458.6,2198344109,13588943.55,89017168.03,128758283.7,444147669.1
2012,4,12,03,"ANIMAL OR VEGETABLE FATS, OILS AND WAXES",63985772.17,276427369.3,18122840.58,78125491.14,4563552.91,11528587.68
2012,4,12,04,"FOODSTUFFS, BEVERAGES, SPIRITS AND TOBACCO",289933985.5,1939752462,214028503.6,1035894334,91798265.08,954593889.2
2012,4,12,05,MINERAL PRODUCTS,2193770090,2827570212,6372108968,682704635.4,409547138.6,1212968239
2012,4,12,06,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,529847814.8,3990210611,68882556.49,416832567.7,56919242.93,1325020833
2012,4,12,07,"PLASTICS, RUBBER AND ARTICLES THEREOF",198183577.4,1972186275,170434449.5,973912681.6,61322619.23,767139208.6
2012,4,12,08,ARTICLES OF LEATHER AND ANIMAL GUT; TRAVEL GOODS,9418906.34,416360763.5,476593.7,2803176.16,3067624.09,91325000.64
2012,4,12,09,"ARTICLES OF WOOD, CORK; BASKETWARE AND WICKERWORK",167940332.6,341153226.8,2952784.21,7131888.34,24776546.84,81692644.12
2012,4,12,10,"PULP OF WOOD, WASTE, SCRAP AND ARTICLES OF PAPER",113096161.2,533963499.8,57159738.1,346596145.6,7854894.06,82096418.75
2012,4,12,11,TEXTILES AND TEXTILE ARTICLES,140452000.4,2655478731,13259397.9,148676223.6,62717899.83,1124009497
2012,4,12,12,"FOOTWEAR,UMBRELLAS,ARTICLES OF FEATHER & HAIR",14303761.53,555029457.2,354089.6,5261283.28,5648042.47,149532785.4
2012,4,12,13,"ARTICLES OF STONE, MICA;CERAMIC PRODUCTS AND GLASS",225064250.1,634783756.3,191464172.7,237548851.4,64777222.26,250265177.7
2012,4,12,14,"PEARLS, STONES, PRECIOUS METALS AND ITS ARTICLES",711593.73,18290850375,120080.73,7511211779,203401.4,8451525990
2012,4,12,15,BASE METALS AND ARTICLES OF BASE METAL,778863024.3,4930306521,441581156.1,2034360607,162737409,1155659940
2012,4,12,16,"MACHINERY, SOUND RECORDERS, REPRODUCERS AND PARTS",283196232.9,19792849901,216283207.1,429381158.4,144324164.2,12463638859
2012,4,12,17,VEHICLES OF TRANSPORT,215223491.9,12264485903,22821500.12,334527847.3,130694121.4,3889956583
2012,4,12,18,"PHOTOGRAPHIC, MEDICAL, MUSICAL INSTRUMENTS & PARTS",7455119.323,1759918139,38381,10107972.16,3212809.21,831743675.2
2012,4,12,19,ARMS AND AMMUNITION; PARTS & ACCESSORIES,191194.68,5269691.83,5218,2689538.04,953,138433
2012,4,12,20,MISCELLANEOUS MANUFACTURED ARTICLES,68958479.09,1167218251,7838120.15,84707618.69,19392125.89,344640664
2012,4,12,21,"PIECES AND ANTIQUES 'WORKS OF ART, COLLECTORS",347178.1,13229530.51,13997,6779444.8,953604.07,25149675.54
2013,1,1,01,LIVE ANIMALS AND THEIR PRODUCTS,119845918.5,1163718793,12129207.52,131997780.4,6917490.78,59973642.79
2013,1,1,02,VEGETABLE PRODUCTS,688724963.4,1865818668,15097589.67,92716806.09,122127530.3,444587457.7
2013,1,1,03,"ANIMAL OR VEGETABLE FATS, OILS AND WAXES",44548483.52,187012284.4,23498598.73,88520394.24,4316092.35,15415815.63
2013,1,1,04,"FOODSTUFFS, BEVERAGES, SPIRITS AND TOBACCO",235794680.2,1759071977,184725167.9,977476362.6,58448016.62,851300582.9
2013,1,1,05,MINERAL PRODUCTS,1760298015,1847098682,4143848374,636051797.7,511216648.3,1498006798
2013,1,1,06,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,550635046.2,4231734275,78363468.69,363255722.5,51807284.99,1178003953
2013,1,1,07,"PLASTICS, RUBBER AND ARTICLES THEREOF",215604505.8,2021906393,157374142.8,868058549.5,56773067.2,712568301.4
2013,1,1,08,ARTICLES OF LEATHER AND ANIMAL GUT; TRAVEL GOODS,8798918.56,428609692.3,412864.16,1978211.56,3060168.26,79029776
2013,1,1,09,"ARTICLES OF WOOD, CORK; BASKETWARE AND WICKERWORK",176830585.8,323694951.4,2716093.2,11175754.42,34925958.63,92486137.97
2013,1,1,10,"PULP OF WOOD, WASTE, SCRAP AND ARTICLES OF PAPER",125259972.3,565965496.4,60777792.44,306303286.7,8865870.86,66996572.01
2013,1,1,11,TEXTILES AND TEXTILE ARTICLES,128285818.9,2692568343,13310795.15,162088892.9,62883943.86,1162533321
2013,1,1,12,"FOOTWEAR,UMBRELLAS,ARTICLES OF FEATHER & HAIR",15103379.22,641098318.5,252801.95,5457612.52,6561675.01,194818476.4
2013,1,1,13,"ARTICLES OF STONE, MICA;CERAMIC PRODUCTS AND GLASS",247001943.5,674965190.6,151884839.9,251729486.3,55171148.95,225192971.1
2013,1,1,14,"PEARLS, STONES, PRECIOUS METALS AND ITS ARTICLES",741117.26,18031366156,294558.9,9516228477,383218.03,8535563819
2013,1,1,15,BASE METALS AND ARTICLES OF BASE METAL,881196044.8,4967226032,406225098.8,1982379347,133442049.8,1120066495
2013,1,1,16,"MACHINERY, SOUND RECORDERS, REPRODUCERS AND PARTS",349551413.9,20118417466,15955393.96,373185015.9,140487026.5,14293837825
2013,1,1,17,VEHICLES OF TRANSPORT,243411187.2,9115935456,31490175.58,562795441.7,216927657.6,4038288923
2013,1,1,18,"PHOTOGRAPHIC, MEDICAL, MUSICAL INSTRUMENTS & PARTS",6625968.255,1465095784,346904.2,10563219.82,3101434.836,662428895.5
2013,1,1,19,ARMS AND AMMUNITION; PARTS & ACCESSORIES,81005.1,1318932.79,4358,2189769,1411.34,74715.75
2013,1,1,20,MISCELLANEOUS MANUFACTURED ARTICLES,67749096.29,1097757878,6190205.88,65072466.33,19504479.49,343793390.3
2013,1,1,21,"PIECES AND ANTIQUES 'WORKS OF ART, COLLECTORS",313063.66,19119496.85,544247,8120945.85,1050603.36,31582484.17
2013,1,2,01,LIVE ANIMALS AND THEIR PRODUCTS,102765073.9,1053876512,11135742.96,116903210.7,8377782.3,78377768.85
2013,1,2,02,VEGETABLE PRODUCTS,740423186.9,2047696662,15273875.98,97231153.13,114586908.6,459353277.5
2013,1,2,03,"ANIMAL OR VEGETABLE FATS, OILS AND WAXES",61010376.07,262323982,18050339.55,80352812,3897451.65,13542667.48
2013,1,2,04,"FOODSTUFFS, BEVERAGES, SPIRITS AND TOBACCO",202859333,1437202796,152290449.5,898041664.7,68397420.49,795513130
2013,1,2,05,MINERAL PRODUCTS,2430726881,3671160784,6578991611,814851507.6,349344245.2,917089080.7
2013,1,2,06,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,600848245.7,4006909587,70410043.33,364725659.8,50746370.6,1270396147
2013,1,2,07,"PLASTICS, RUBBER AND ARTICLES THEREOF",187940858.7,1884990782,176286700.3,930943004.5,60318381.42,825657980
2013,1,2,08,ARTICLES OF LEATHER AND ANIMAL GUT; TRAVEL GOODS,8405873.84,412773212.1,260735.61,1898087.04,2530973.74,105486686.5
2013,1,2,09,"ARTICLES OF WOOD, CORK; BASKETWARE AND WICKERWORK",154377559.5,266105592.3,2589365.37,14092536.43,26876645.31,79583846.33
2013,1,2,10,"PULP OF WOOD, WASTE, SCRAP AND ARTICLES OF PAPER",116290437.3,551962588.3,59037557.84,314199795.3,10608380.34,72296694.72
2013,1,2,11,TEXTILES AND TEXTILE ARTICLES,117589578.2,2486452630,13608028.83,153955219,60454353.35,1296242508
2013,1,2,12,"FOOTWEAR,UMBRELLAS,ARTICLES OF FEATHER & HAIR",14249384.26,612184124.1,195158.78,3981140.72,6079421.13,234115968.6
2013,1,2,13,"ARTICLES OF STONE, MICA;CERAMIC PRODUCTS AND GLASS",223881236.7,584604503.6,269089140.7,244257866.3,53001926.89,297611273.8
2013,1,2,14,"PEARLS, STONES, PRECIOUS METALS AND ITS ARTICLES",678730.79,18953105177,146175.63,7325308424,281266.22,10998812815
2013,1,2,15,BASE METALS AND ARTICLES OF BASE METAL,813420846.7,5311080533,400018121,2046870732,152212570.4,1101087299
2013,1,2,16,"MACHINERY, SOUND RECORDERS, REPRODUCERS AND PARTS",258591625.9,18711312789,24031487.69,432984957.7,529201292.3,13615277288
2013,1,2,17,VEHICLES OF TRANSPORT,201427256.3,8015098138,33048925.76,892214383,128581531.2,4063663358
2013,1,2,18,"PHOTOGRAPHIC, MEDICAL, MUSICAL INSTRUMENTS & PARTS",5956299.87,1464227802,230454.11,8422083.59,2939496.978,747554084.4
2013,1,2,19,ARMS AND AMMUNITION; PARTS & ACCESSORIES,299433.8,12150872.67,0,0,87718,4268028.58
2013,1,2,20,MISCELLANEOUS MANUFACTURED ARTICLES,62385035.11,1070073197,13998177.62,580987802.7,18253398.99,351164972.1
2013,1,2,21,"PIECES AND ANTIQUES 'WORKS OF ART, COLLECTORS",302262.07,57808864.3,121911,25080443.79,962810.49,33883895.94
2013,1,3,01,LIVE ANIMALS AND THEIR PRODUCTS,115572510,1175870086,13965042.62,140660371.9,10028569.28,92624880.86
2013,1,3,02,VEGETABLE PRODUCTS,875684089.7,2457971669,16003787.98,113722602.4,155147319,504715390
2013,1,3,03,"ANIMAL OR VEGETABLE FATS, OILS AND WAXES",42693114.84,182941295.8,24889158.11,108917954.2,2378444.77,8765436.25
2013,1,3,04,"FOODSTUFFS, BEVERAGES, SPIRITS AND TOBACCO",373866976.3,2051486797,166369984.1,944189987.5,85713395.38,858489049.9
2013,1,3,05,MINERAL PRODUCTS,3310310625,4416333363,6693555502,772143225.9,564266652.6,1606420344
2013,1,3,06,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,704011469.4,4632008664,64795196.92,362765740.4,53594468.28,1344637051
2013,1,3,07,"PLASTICS, RUBBER AND ARTICLES THEREOF",213773632.4,2046926545,142376999.8,829414854.6,55923887.3,748134856.5
2013,1,3,08,ARTICLES OF LEATHER AND ANIMAL GUT; TRAVEL GOODS,5436369.88,390891738.3,419595.01,2458983.11,2988657.21,100962917.9
2013,1,3,09,"ARTICLES OF WOOD, CORK; BASKETWARE AND WICKERWORK",138994472.4,331386401.4,1734442.46,18251287.91,29503142.83,119222920
2013,1,3,10,"PULP OF WOOD, WASTE, SCRAP AND ARTICLES OF PAPER",133540890.9,637459292.3,57682156.87,335537873.9,12825470.19,78632534.06
2013,1,3,11,TEXTILES AND TEXTILE ARTICLES,100650774.9,2418643325,15090311.58,168820300.8,53009470.35,1089924454
2013,1,3,12,"FOOTWEAR,UMBRELLAS,ARTICLES OF FEATHER & HAIR",9082443.41,480328143.9,445503.17,2039483.53,4902302.26,187546661.5
2013,1,3,13,"ARTICLES OF STONE, MICA;CERAMIC PRODUCTS AND GLASS",203892477.9,623537387.5,404003360,241659898.8,47780685.28,220835425.9
2013,1,3,14,"PEARLS, STONES, PRECIOUS METALS AND ITS ARTICLES",922076.41,24050976597,97793.79,7266916529,285745.08,11228694832
2013,1,3,15,BASE METALS AND ARTICLES OF BASE METAL,1104971789,5826378317,418983486.9,2404673674,152043800.6,1118881802
2013,1,3,16,"MACHINERY, SOUND RECORDERS, REPRODUCERS AND PARTS",315344159.1,20424757001,64884536.84,396150831.5,155164920.5,14667300052
2013,1,3,17,VEHICLES OF TRANSPORT,215607858.8,9414163087,13735302.17,148931487.3,111731479.1,3997231726
2013,1,3,18,"PHOTOGRAPHIC, MEDICAL, MUSICAL INSTRUMENTS & PARTS",5561026.58,1623791417,320057.63,27189088.41,2823578.954,799164105.7
2013,1,3,19,ARMS AND AMMUNITION; PARTS & ACCESSORIES,39489,2056595.62,97,51702,11729.68,218893.4
2013,1,3,20,MISCELLANEOUS MANUFACTURED ARTICLES,46763290.53,1029288829,8586800.24,84917953.79,17838303.6,389515274.9
2013,1,3,21,"PIECES AND ANTIQUES 'WORKS OF ART, COLLECTORS",354927.75,60962457.02,186929.8,5514694.01,1238760.56,40418907.43
2013,2,4,01,LIVE ANIMALS AND THEIR PRODUCTS,115529723.4,1163894537,12200930.96,133134744.1,9426876.13,100579354.9
2013,2,4,02,VEGETABLE PRODUCTS,593062618.3,1938742272,17578552.32,118415821.4,119246210.2,459567409.4
2013,2,4,03,"ANIMAL OR VEGETABLE FATS, OILS AND WAXES",53760639.58,226086261.2,26505321.91,117964655.2,5832103.76,21112245.57
2013,2,4,04,"FOODSTUFFS, BEVERAGES, SPIRITS AND TOBACCO",292956826.6,1926914952,192503860.5,964798935.1,70807300.24,803222324.7
2013,2,4,05,MINERAL PRODUCTS,2668410998,2684044901,6829169416,740437215.8,352238995.3,986462006.4
2013,2,4,06,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,600870472.2,4465299363,67282364.38,357588336.5,50187048.15,1278103909
2013,2,4,07,"PLASTICS, RUBBER AND ARTICLES THEREOF",219460394.3,2111578216,172204198.1,960449171.7,58087954.44,779554733.8
2013,2,4,08,ARTICLES OF LEATHER AND ANIMAL GUT; TRAVEL GOODS,7836706.91,360582891.2,488781.85,3364783.15,3248108.86,122474414.2
2013,2,4,09,"ARTICLES OF WOOD, CORK; BASKETWARE AND WICKERWORK",154158768.5,320028855,1778646.87,6671791.09,21670928.56,66405097.15
2013,2,4,10,"PULP OF WOOD, WASTE, SCRAP AND ARTICLES OF PAPER",129675411.5,612170276.6,57514904.41,328071071.8,11988266.02,77992820.08
2013,2,4,11,TEXTILES AND TEXTILE ARTICLES,120705465.5,2432544026,13352377.1,162303314.5,54410420.45,1126766878
2013,2,4,12,"FOOTWEAR,UMBRELLAS,ARTICLES OF FEATHER & HAIR",13334651.15,484582525.6,208972.4,3154173.17,5360271.61,157819953.3
2013,2,4,13,"ARTICLES OF STONE, MICA;CERAMIC PRODUCTS AND GLASS",242498968.9,655206313.6,546588902.2,228306047.5,45498140.42,213876671.6
2013,2,4,14,"PEARLS, STONES, PRECIOUS METALS AND ITS ARTICLES",1296148.03,23707238022,82479.62,8077717084,276415.87,8819645207
2013,2,4,15,BASE METALS AND ARTICLES OF BASE METAL,1035735421,8560731172,449572371.7,2431318268,158594271.3,1186889545
2013,2,4,16,"MACHINERY, SOUND RECORDERS, REPRODUCERS AND PARTS",353672227,20232032538,18954763.57,510813437,144042408.6,15004549621
2013,2,4,17,VEHICLES OF TRANSPORT,232805207.9,8098874110,12992433.3,157870868.3,118586316.6,3782654719
2013,2,4,18,"PHOTOGRAPHIC, MEDICAL, MUSICAL INSTRUMENTS & PARTS",6453843.02,1567662595,321042.01,23886744.22,2683245.69,831897599.2
2013,2,4,19,ARMS AND AMMUNITION; PARTS & ACCESSORIES,29292.1,3437727.86,0,0,5849.73,90910
2013,2,4,20,MISCELLANEOUS MANUFACTURED ARTICLES,58422805.8,985854261.9,23133684.85,91739528.86,16730430.91,350050488.9
